id	annotator	position	answer_coordinates
nt-14053	0	0	['(0, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)']
nt-14053	0	1	['(0, 0)', '(2, 0)', '(4, 0)', '(5, 0)', '(6, 0)']
nt-14053	0	2	['(6, 3)']
nt-14053	1	0	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)']
nt-14053	1	1	['(0, 3)', '(1, 3)', '(4, 3)', '(5, 3)', '(6, 3)']
nt-14053	1	2	['(6, 3)']
nt-14053	2	0	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)']
nt-14053	2	1	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)']
nt-14053	2	2	['(0, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)']
nt-14053	2	3	['(1, 0)']
nt-4436	0	0	['(1, 0)']
nt-4436	0	1	[]
nt-4436	0	2	['(1, 0)']
nt-4436	0	3	['(0, 0)']
nt-4436	1	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)']
nt-4436	1	1	['(1, 0)']
nt-4436	2	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)']
nt-4436	2	1	['(8, 0)', '(11, 0)', '(5, 0)', '(6, 0)', '(7, 0)']
nt-4436	2	2	['(5, 0)']
nt-5431	0	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)']
nt-5431	0	1	['(0, 1)', '(1, 1)', '(2, 1)', '(6, 1)']
nt-5431	0	2	['(1, 1)']
nt-5431	1	0	['(0, 1)', '(1, 1)', '(2, 1)', '(6, 1)']
nt-5431	1	1	['(1, 1)', '(2, 1)', '(6, 1)']
nt-5431	2	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)']
nt-5431	2	1	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)']
nt-5431	2	2	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)']
nt-5431	2	3	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)']
nt-5431	2	4	['(2, 1)']
nt-5694	0	0	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)', '(13, 3)']
nt-5694	0	1	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)', '(13, 3)']
nt-5694	0	2	['(4, 1)']
nt-5694	1	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)']
nt-5694	1	1	['(9, 3)']
nt-5694	1	2	['(2, 3)']
nt-5694	1	3	['(2, 1)']
nt-5694	2	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)']
nt-5694	2	1	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)', '(13, 3)']
nt-5694	2	2	['(2, 3)']
nt-5695	0	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)', '(14, 0)', '(15, 0)', '(16, 0)']
nt-5695	0	1	['(16, 0)']
nt-5695	0	2	['(0, 0)']
nt-5695	1	0	['(9, 2)']
nt-5695	1	1	['(10, 0)']
nt-5695	2	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)', '(14, 0)', '(15, 0)', '(16, 0)']
nt-5695	2	1	['(16, 0)']
nt-3225	0	0	['(0, 0)', '(1, 0)', '(3, 0)', '(6, 0)']
nt-3225	0	1	['(6, 0)']
nt-3225	0	2	[]
nt-3225	0	3	['(0, 0)']
nt-3225	1	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)']
nt-3225	1	1	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)']
nt-3225	1	2	['(0, 0)', '(1, 0)', '(3, 0)', '(6, 0)']
nt-3225	2	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)']
nt-3225	2	1	['(0, 0)', '(1, 0)', '(3, 0)', '(6, 0)']
nt-3225	2	2	['(0, 0)', '(1, 0)', '(3, 0)', '(6, 0)']
nt-3225	2	3	['(0, 0)']
nt-8028	0	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)']
nt-8028	0	1	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)']
nt-8028	0	2	['(3, 1)']
nt-8028	1	0	['(3, 3)']
nt-8028	1	1	['(3, 3)']
nt-8028	1	2	['(0, 3)']
nt-8028	2	0	['(3, 0)']
nt-8028	2	1	['(3, 0)']
nt-8028	2	2	['(3, 0)']
nt-1055	0	0	['(0, 0)']
nt-1055	0	1	['(0, 0)']
nt-1055	1	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)', '(14, 0)', '(15, 0)', '(16, 0)']
nt-1055	1	1	['(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(8, 0)', '(9, 0)', '(13, 0)', '(14, 0)', '(15, 0)', '(16, 0)']
nt-1055	1	2	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)', '(14, 0)', '(15, 0)', '(16, 0)']
nt-1055	2	0	['(10, 3)']
nt-1055	2	1	['(10, 0)']
nt-13414	0	0	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)']
nt-13414	0	1	['(6, 4)']
nt-13414	0	2	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)']
nt-13414	1	0	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)']
nt-13414	1	1	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)']
nt-13414	1	2	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)']
nt-13414	2	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)']
nt-13414	2	1	['(8, 3)']
nt-13414	2	2	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)']
nt-13414	2	3	['(6, 4)']
nt-12277	0	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)']
nt-12277	0	1	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)', '(11, 4)']
nt-12277	0	2	['(10, 1)']
nt-12277	1	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)']
nt-12277	1	1	['(0, 1)', '(11, 1)', '(3, 1)', '(6, 1)']
nt-12277	1	2	['(0, 1)']
nt-12277	2	0	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)', '(11, 4)']
nt-12277	2	1	['(10, 4)']
nt-12277	2	2	['(6, 1)']
nt-12271	0	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)']
nt-12271	0	1	['(6, 1)', '(7, 1)']
nt-12271	0	2	['(6, 1)', '(7, 1)']
nt-12271	1	0	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)']
nt-12271	1	1	['(8, 4)']
nt-12271	1	2	['(9, 1)', '(10, 1)']
